source_path,category_slug,folder_name,folder_slug,sequence,storage_path,public_url,width,height,bytes_before,bytes_after,sha1,uploaded_at
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/beauty-skincare/Collection Cosmetics Bronze Glow- Matte- Light Terracotta- 15g/05.webp","beauty-skincare","Collection Cosmetics Bronze Glow- Matte- Light Terracotta- 15g","collection-cosmetics-bronze-glow-matte-light-terracotta-15g","05","products/beauty-skincare/collection-cosmetics-bronze-glow-matte-light-terracotta-15g/collection-cosmetics-bronze-glow-matte-light-terracotta-15g-05.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/beauty-skincare/collection-cosmetics-bronze-glow-matte-light-terracotta-15g/collection-cosmetics-bronze-glow-matte-light-terracotta-15g-05.webp","1200","1200","54240","40872","b710f3f660843ad5206b14315baf82d189acc4bd","2026-09-26T17:27:06.246Z"
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/beauty-skincare/Collection Cosmetics Bronze Glow- Matte- Light Terracotta- 15g/06.webp","beauty-skincare","Collection Cosmetics Bronze Glow- Matte- Light Terracotta- 15g","collection-cosmetics-bronze-glow-matte-light-terracotta-15g","06","products/beauty-skincare/collection-cosmetics-bronze-glow-matte-light-terracotta-15g/collection-cosmetics-bronze-glow-matte-light-terracotta-15g-06.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/beauty-skincare/collection-cosmetics-bronze-glow-matte-light-terracotta-15g/collection-cosmetics-bronze-glow-matte-light-terracotta-15g-06.webp","1200","1200","17832","14588","42a8a2332c68e4841837a693af29171f8e85acde","2026-09-26T17:27:06.249Z"
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/beauty-skincare/Collection Cosmetics Bronze Glow- Matte Terracotta- 15g/01.webp","beauty-skincare","Collection Cosmetics Bronze Glow- Matte Terracotta- 15g","collection-cosmetics-bronze-glow-matte-terracotta-15g","01","products/beauty-skincare/collection-cosmetics-bronze-glow-matte-terracotta-15g/collection-cosmetics-bronze-glow-matte-terracotta-15g-01.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/beauty-skincare/collection-cosmetics-bronze-glow-matte-terracotta-15g/collection-cosmetics-bronze-glow-matte-terracotta-15g-01.webp","1200","1200","202428","100366","134d55171e0240e947252f68aada5b9e9c7888a7","2026-09-26T17:27:05.957Z"
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/beauty-skincare/Collection Cosmetics Bronze Glow- Matte Terracotta- 15g/02.webp","beauty-skincare","Collection Cosmetics Bronze Glow- Matte Terracotta- 15g","collection-cosmetics-bronze-glow-matte-terracotta-15g","02","products/beauty-skincare/collection-cosmetics-bronze-glow-matte-terracotta-15g/collection-cosmetics-bronze-glow-matte-terracotta-15g-02.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/beauty-skincare/collection-cosmetics-bronze-glow-matte-terracotta-15g/collection-cosmetics-bronze-glow-matte-terracotta-15g-02.webp","1200","1200","55852","23710","d0a3e1c6b7b7201fcbcb431cb3829c31c16740e6","2026-09-26T17:27:05.865Z"
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/beauty-skincare/Collection Cosmetics Bronze Glow- Matte Terracotta- 15g/03.webp","beauty-skincare","Collection Cosmetics Bronze Glow- Matte Terracotta- 15g","collection-cosmetics-bronze-glow-matte-terracotta-15g","03","products/beauty-skincare/collection-cosmetics-bronze-glow-matte-terracotta-15g/collection-cosmetics-bronze-glow-matte-terracotta-15g-03.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/beauty-skincare/collection-cosmetics-bronze-glow-matte-terracotta-15g/collection-cosmetics-bronze-glow-matte-terracotta-15g-03.webp","1200","1200","243104","118418","3a7647f4b4945d1dfca3a40d6aedfe80b23f2ac8","2026-09-26T17:27:05.993Z"
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/beauty-skincare/Collection Cosmetics Bronze Glow- Matte Terracotta- 15g/04.webp","beauty-skincare","Collection Cosmetics Bronze Glow- Matte Terracotta- 15g","collection-cosmetics-bronze-glow-matte-terracotta-15g","04","products/beauty-skincare/collection-cosmetics-bronze-glow-matte-terracotta-15g/collection-cosmetics-bronze-glow-matte-terracotta-15g-04.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/beauty-skincare/collection-cosmetics-bronze-glow-matte-terracotta-15g/collection-cosmetics-bronze-glow-matte-terracotta-15g-04.webp","1200","1064","47194","43844","589eec332e1e1bc179f36c6c6687fa4d1c7581db","2026-09-26T17:27:05.969Z"
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/beauty-skincare/Collection Cosmetics Bronze Glow- Matte Terracotta- 15g/05.webp","beauty-skincare","Collection Cosmetics Bronze Glow- Matte Terracotta- 15g","collection-cosmetics-bronze-glow-matte-terracotta-15g","05","products/beauty-skincare/collection-cosmetics-bronze-glow-matte-terracotta-15g/collection-cosmetics-bronze-glow-matte-terracotta-15g-05.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/beauty-skincare/collection-cosmetics-bronze-glow-matte-terracotta-15g/collection-cosmetics-bronze-glow-matte-terracotta-15g-05.webp","1200","1200","95994","73104","a30a90842328c2dd70c3885f57ffa95a292d1174","2026-09-26T17:27:06.021Z"
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/beauty-skincare/Collection Cosmetics Bronze Glow- Matte Terracotta- 15g/06.webp","beauty-skincare","Collection Cosmetics Bronze Glow- Matte Terracotta- 15g","collection-cosmetics-bronze-glow-matte-terracotta-15g","06","products/beauty-skincare/collection-cosmetics-bronze-glow-matte-terracotta-15g/collection-cosmetics-bronze-glow-matte-terracotta-15g-06.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/beauty-skincare/collection-cosmetics-bronze-glow-matte-terracotta-15g/collection-cosmetics-bronze-glow-matte-terracotta-15g-06.webp","1200","1200","54240","40872","b710f3f660843ad5206b14315baf82d189acc4bd","2026-09-26T17:27:06.054Z"
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/beauty-skincare/Collection Cosmetics Bronze Glow- Matte Terracotta- 15g/07.webp","beauty-skincare","Collection Cosmetics Bronze Glow- Matte Terracotta- 15g","collection-cosmetics-bronze-glow-matte-terracotta-15g","07","products/beauty-skincare/collection-cosmetics-bronze-glow-matte-terracotta-15g/collection-cosmetics-bronze-glow-matte-terracotta-15g-07.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/beauty-skincare/collection-cosmetics-bronze-glow-matte-terracotta-15g/collection-cosmetics-bronze-glow-matte-terracotta-15g-07.webp","1200","1200","17798","14650","4f63fc868250429b3c3886b6f78ad0de3de3b1b9","2026-09-26T17:27:06.054Z"
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/beauty-skincare/Collection Cosmetics Bronze Glow- Mosaic Sunkissed- 15g/01.webp","beauty-skincare","Collection Cosmetics Bronze Glow- Mosaic Sunkissed- 15g","collection-cosmetics-bronze-glow-mosaic-sunkissed-15g","01","products/beauty-skincare/collection-cosmetics-bronze-glow-mosaic-sunkissed-15g/collection-cosmetics-bronze-glow-mosaic-sunkissed-15g-01.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/beauty-skincare/collection-cosmetics-bronze-glow-mosaic-sunkissed-15g/collection-cosmetics-bronze-glow-mosaic-sunkissed-15g-01.webp","1200","1200","439588","196144","f4933b84ad9a8b6e1ca740c9d005381497d8b499","2026-09-26T17:27:06.436Z"
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/beauty-skincare/Collection Cosmetics Bronze Glow- Mosaic Sunkissed- 15g/02.webp","beauty-skincare","Collection Cosmetics Bronze Glow- Mosaic Sunkissed- 15g","collection-cosmetics-bronze-glow-mosaic-sunkissed-15g","02","products/beauty-skincare/collection-cosmetics-bronze-glow-mosaic-sunkissed-15g/collection-cosmetics-bronze-glow-mosaic-sunkissed-15g-02.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/beauty-skincare/collection-cosmetics-bronze-glow-mosaic-sunkissed-15g/collection-cosmetics-bronze-glow-mosaic-sunkissed-15g-02.webp","1200","1200","71870","30308","ff993c31767337a100ba48f8a1815410fe08ed66","2026-09-26T17:27:06.459Z"
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/beauty-skincare/Collection Cosmetics Bronze Glow- Mosaic Sunkissed- 15g/03.webp","beauty-skincare","Collection Cosmetics Bronze Glow- Mosaic Sunkissed- 15g","collection-cosmetics-bronze-glow-mosaic-sunkissed-15g","03","products/beauty-skincare/collection-cosmetics-bronze-glow-mosaic-sunkissed-15g/collection-cosmetics-bronze-glow-mosaic-sunkissed-15g-03.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/beauty-skincare/collection-cosmetics-bronze-glow-mosaic-sunkissed-15g/collection-cosmetics-bronze-glow-mosaic-sunkissed-15g-03.webp","1200","1200","530342","220954","0e1dbf1b97e25058e92350b9b7485f383f968258","2026-09-26T17:27:06.543Z"
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/beauty-skincare/Collection Cosmetics Bronze Glow- Mosaic Sunkissed- 15g/04.webp","beauty-skincare","Collection Cosmetics Bronze Glow- Mosaic Sunkissed- 15g","collection-cosmetics-bronze-glow-mosaic-sunkissed-15g","04","products/beauty-skincare/collection-cosmetics-bronze-glow-mosaic-sunkissed-15g/collection-cosmetics-bronze-glow-mosaic-sunkissed-15g-04.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/beauty-skincare/collection-cosmetics-bronze-glow-mosaic-sunkissed-15g/collection-cosmetics-bronze-glow-mosaic-sunkissed-15g-04.webp","1200","1200","54240","40872","b710f3f660843ad5206b14315baf82d189acc4bd","2026-09-26T17:27:06.457Z"
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/beauty-skincare/Collection Cosmetics Bronze Glow- Mosaic Sunkissed- 15g/05.webp","beauty-skincare","Collection Cosmetics Bronze Glow- Mosaic Sunkissed- 15g","collection-cosmetics-bronze-glow-mosaic-sunkissed-15g","05","products/beauty-skincare/collection-cosmetics-bronze-glow-mosaic-sunkissed-15g/collection-cosmetics-bronze-glow-mosaic-sunkissed-15g-05.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/beauty-skincare/collection-cosmetics-bronze-glow-mosaic-sunkissed-15g/collection-cosmetics-bronze-glow-mosaic-sunkissed-15g-05.webp","1200","1200","95994","73104","a30a90842328c2dd70c3885f57ffa95a292d1174","2026-09-26T17:27:06.545Z"
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/beauty-skincare/Collection Cosmetics Bronze Glow- Mosaic Sunkissed- 15g/06.webp","beauty-skincare","Collection Cosmetics Bronze Glow- Mosaic Sunkissed- 15g","collection-cosmetics-bronze-glow-mosaic-sunkissed-15g","06","products/beauty-skincare/collection-cosmetics-bronze-glow-mosaic-sunkissed-15g/collection-cosmetics-bronze-glow-mosaic-sunkissed-15g-06.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/beauty-skincare/collection-cosmetics-bronze-glow-mosaic-sunkissed-15g/collection-cosmetics-bronze-glow-mosaic-sunkissed-15g-06.webp","1200","1200","17832","14588","42a8a2332c68e4841837a693af29171f8e85acde","2026-09-26T17:27:06.553Z"
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/electrical/Duracell MN2400 Plus Power Alkaline AAA Size Batteries, 16 Batteries, black/01.webp","electrical","Duracell MN2400 Plus Power Alkaline AAA Size Batteries, 16 Batteries, black","duracell-mn2400-plus-power-alkaline-aaa-size-batteries-16-batteries-black","01","products/electrical/duracell-mn2400-plus-power-alkaline-aaa-size-batteries-16-batteries-black/duracell-mn2400-plus-power-alkaline-aaa-size-batteries-16-batteries-black-01.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/electrical/duracell-mn2400-plus-power-alkaline-aaa-size-batteries-16-batteries-black/duracell-mn2400-plus-power-alkaline-aaa-size-batteries-16-batteries-black-01.webp","1000","1000","48936","50454","368537d8de56431acd5a82216dad98a40baa9f33","2026-09-26T17:27:06.597Z"
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/electrical/Duracell MN2400 Plus Power Alkaline AAA Size Batteries, 16 Batteries, black/02.webp","electrical","Duracell MN2400 Plus Power Alkaline AAA Size Batteries, 16 Batteries, black","duracell-mn2400-plus-power-alkaline-aaa-size-batteries-16-batteries-black","02","products/electrical/duracell-mn2400-plus-power-alkaline-aaa-size-batteries-16-batteries-black/duracell-mn2400-plus-power-alkaline-aaa-size-batteries-16-batteries-black-02.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/electrical/duracell-mn2400-plus-power-alkaline-aaa-size-batteries-16-batteries-black/duracell-mn2400-plus-power-alkaline-aaa-size-batteries-16-batteries-black-02.webp","500","500","30452","32126","7d05a583b1c227cc6bbbb12dd00a8cfaffaea075","2026-09-26T17:27:06.649Z"
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/electrical/DURACELL Plus C Alkaline Batteries (2 Pack) 1.5V, LR14/01.webp","electrical","DURACELL Plus C Alkaline Batteries (2 Pack) 1.5V, LR14","duracell-plus-c-alkaline-batteries-2-pack-1-5v-lr14","01","products/electrical/duracell-plus-c-alkaline-batteries-2-pack-1-5v-lr14/duracell-plus-c-alkaline-batteries-2-pack-1-5v-lr14-01.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/electrical/duracell-plus-c-alkaline-batteries-2-pack-1-5v-lr14/duracell-plus-c-alkaline-batteries-2-pack-1-5v-lr14-01.webp","1200","1200","121954","63880","614c8ec139eee8bbc3a370c82485ce972d639ea7","2026-09-26T17:27:06.717Z"
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/electrical/DURACELL Plus C Alkaline Batteries (2 Pack) 1.5V, LR14/02.webp","electrical","DURACELL Plus C Alkaline Batteries (2 Pack) 1.5V, LR14","duracell-plus-c-alkaline-batteries-2-pack-1-5v-lr14","02","products/electrical/duracell-plus-c-alkaline-batteries-2-pack-1-5v-lr14/duracell-plus-c-alkaline-batteries-2-pack-1-5v-lr14-02.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/electrical/duracell-plus-c-alkaline-batteries-2-pack-1-5v-lr14/duracell-plus-c-alkaline-batteries-2-pack-1-5v-lr14-02.webp","1200","1200","160576","52570","e387a778ac7739e34cdaee9b389beb2d132230ab","2026-09-26T17:27:06.766Z"
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/electrical/DURACELL Plus C Alkaline Batteries (2 Pack) 1.5V, LR14/03.webp","electrical","DURACELL Plus C Alkaline Batteries (2 Pack) 1.5V, LR14","duracell-plus-c-alkaline-batteries-2-pack-1-5v-lr14","03","products/electrical/duracell-plus-c-alkaline-batteries-2-pack-1-5v-lr14/duracell-plus-c-alkaline-batteries-2-pack-1-5v-lr14-03.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/electrical/duracell-plus-c-alkaline-batteries-2-pack-1-5v-lr14/duracell-plus-c-alkaline-batteries-2-pack-1-5v-lr14-03.webp","1200","1200","223246","94822","ce3b90383b95525d094bb6a5c475ac3de2e625c8","2026-09-26T17:27:06.796Z"
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/electrical/DURACELL Plus C Alkaline Batteries (2 Pack) 1.5V, LR14/04.webp","electrical","DURACELL Plus C Alkaline Batteries (2 Pack) 1.5V, LR14","duracell-plus-c-alkaline-batteries-2-pack-1-5v-lr14","04","products/electrical/duracell-plus-c-alkaline-batteries-2-pack-1-5v-lr14/duracell-plus-c-alkaline-batteries-2-pack-1-5v-lr14-04.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/electrical/duracell-plus-c-alkaline-batteries-2-pack-1-5v-lr14/duracell-plus-c-alkaline-batteries-2-pack-1-5v-lr14-04.webp","1200","1200","81716","40864","573155fbf17dd60ae4941e77047077c66659055f","2026-09-26T17:27:06.772Z"
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/electrical/DURACELL Plus C Alkaline Batteries (2 Pack) 1.5V, LR14/05.webp","electrical","DURACELL Plus C Alkaline Batteries (2 Pack) 1.5V, LR14","duracell-plus-c-alkaline-batteries-2-pack-1-5v-lr14","05","products/electrical/duracell-plus-c-alkaline-batteries-2-pack-1-5v-lr14/duracell-plus-c-alkaline-batteries-2-pack-1-5v-lr14-05.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/electrical/duracell-plus-c-alkaline-batteries-2-pack-1-5v-lr14/duracell-plus-c-alkaline-batteries-2-pack-1-5v-lr14-05.webp","1200","1200","162084","54884","8f10e47c8d4f89c8cd57adfed74edbbcabb23547","2026-09-26T17:27:06.807Z"
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/electrical/DURACELL Plus C Alkaline Batteries (2 Pack) 1.5V, LR14/06.webp","electrical","DURACELL Plus C Alkaline Batteries (2 Pack) 1.5V, LR14","duracell-plus-c-alkaline-batteries-2-pack-1-5v-lr14","06","products/electrical/duracell-plus-c-alkaline-batteries-2-pack-1-5v-lr14/duracell-plus-c-alkaline-batteries-2-pack-1-5v-lr14-06.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/electrical/duracell-plus-c-alkaline-batteries-2-pack-1-5v-lr14/duracell-plus-c-alkaline-batteries-2-pack-1-5v-lr14-06.webp","1200","1200","66470","28480","106bb63f65b9fb8cf95f542002024df0a1bb0908","2026-09-26T17:27:06.865Z"
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/electrical/DURACELL Plus D Alkaline Batteries (2 Pack) 1.5V, LR20/01.webp","electrical","DURACELL Plus D Alkaline Batteries (2 Pack) 1.5V, LR20","duracell-plus-d-alkaline-batteries-2-pack-1-5v-lr20","01","products/electrical/duracell-plus-d-alkaline-batteries-2-pack-1-5v-lr20/duracell-plus-d-alkaline-batteries-2-pack-1-5v-lr20-01.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/electrical/duracell-plus-d-alkaline-batteries-2-pack-1-5v-lr20/duracell-plus-d-alkaline-batteries-2-pack-1-5v-lr20-01.webp","1178","1200","72052","58428","1b5863ffaa7dbb4b4d5861f33ba17f33cb284c4b","2026-09-26T17:27:06.930Z"
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/electrical/DURACELL Plus D Alkaline Batteries (2 Pack) 1.5V, LR20/02.webp","electrical","DURACELL Plus D Alkaline Batteries (2 Pack) 1.5V, LR20","duracell-plus-d-alkaline-batteries-2-pack-1-5v-lr20","02","products/electrical/duracell-plus-d-alkaline-batteries-2-pack-1-5v-lr20/duracell-plus-d-alkaline-batteries-2-pack-1-5v-lr20-02.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/electrical/duracell-plus-d-alkaline-batteries-2-pack-1-5v-lr20/duracell-plus-d-alkaline-batteries-2-pack-1-5v-lr20-02.webp","1200","1200","159184","52066","e38913d7c585d5fe51e58a9a69ffe5df1981e600","2026-09-26T17:27:06.964Z"
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/electrical/DURACELL Plus D Alkaline Batteries (2 Pack) 1.5V, LR20/03.webp","electrical","DURACELL Plus D Alkaline Batteries (2 Pack) 1.5V, LR20","duracell-plus-d-alkaline-batteries-2-pack-1-5v-lr20","03","products/electrical/duracell-plus-d-alkaline-batteries-2-pack-1-5v-lr20/duracell-plus-d-alkaline-batteries-2-pack-1-5v-lr20-03.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/electrical/duracell-plus-d-alkaline-batteries-2-pack-1-5v-lr20/duracell-plus-d-alkaline-batteries-2-pack-1-5v-lr20-03.webp","1200","1200","223246","94822","ce3b90383b95525d094bb6a5c475ac3de2e625c8","2026-09-26T17:27:08.185Z"
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/electrical/DURACELL Plus D Alkaline Batteries (2 Pack) 1.5V, LR20/04.webp","electrical","DURACELL Plus D Alkaline Batteries (2 Pack) 1.5V, LR20","duracell-plus-d-alkaline-batteries-2-pack-1-5v-lr20","04","products/electrical/duracell-plus-d-alkaline-batteries-2-pack-1-5v-lr20/duracell-plus-d-alkaline-batteries-2-pack-1-5v-lr20-04.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/electrical/duracell-plus-d-alkaline-batteries-2-pack-1-5v-lr20/duracell-plus-d-alkaline-batteries-2-pack-1-5v-lr20-04.webp","1200","1200","81716","40864","573155fbf17dd60ae4941e77047077c66659055f","2026-09-26T17:27:07.016Z"
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/electrical/DURACELL Plus D Alkaline Batteries (2 Pack) 1.5V, LR20/05.webp","electrical","DURACELL Plus D Alkaline Batteries (2 Pack) 1.5V, LR20","duracell-plus-d-alkaline-batteries-2-pack-1-5v-lr20","05","products/electrical/duracell-plus-d-alkaline-batteries-2-pack-1-5v-lr20/duracell-plus-d-alkaline-batteries-2-pack-1-5v-lr20-05.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/electrical/duracell-plus-d-alkaline-batteries-2-pack-1-5v-lr20/duracell-plus-d-alkaline-batteries-2-pack-1-5v-lr20-05.webp","1200","1200","163254","55626","1c6afa7af0728355c1d8d91a3ec49af67c706c75","2026-09-26T17:27:07.024Z"
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/electrical/DURACELL Plus D Alkaline Batteries (2 Pack) 1.5V, LR20/06.webp","electrical","DURACELL Plus D Alkaline Batteries (2 Pack) 1.5V, LR20","duracell-plus-d-alkaline-batteries-2-pack-1-5v-lr20","06","products/electrical/duracell-plus-d-alkaline-batteries-2-pack-1-5v-lr20/duracell-plus-d-alkaline-batteries-2-pack-1-5v-lr20-06.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/electrical/duracell-plus-d-alkaline-batteries-2-pack-1-5v-lr20/duracell-plus-d-alkaline-batteries-2-pack-1-5v-lr20-06.webp","1200","1200","66470","28480","106bb63f65b9fb8cf95f542002024df0a1bb0908","2026-09-26T17:27:07.077Z"
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/electrical/Energizer AA Batteries Pack of 30 Alkaline 1.5 V Storage Pack Durable for Household Office Toy Remote Control/01.webp","electrical","Energizer AA Batteries Pack of 30 Alkaline 1.5 V Storage Pack Durable for Household Office Toy Remote Control","energizer-aa-batteries-pack-of-30-alkaline-1-5-v-storage-pack-durable-for-household-office-toy-remote-control","01","products/electrical/energizer-aa-batteries-pack-of-30-alkaline-1-5-v-storage-pack-durable-for-household-office-toy-remote-control/energizer-aa-batteries-pack-of-30-alkaline-1-5-v-storage-pack-durable-for-household-office-toy-remote-control-01.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/electrical/energizer-aa-batteries-pack-of-30-alkaline-1-5-v-storage-pack-durable-for-household-office-toy-remote-control/energizer-aa-batteries-pack-of-30-alkaline-1-5-v-storage-pack-durable-for-household-office-toy-remote-control-01.webp","1000","1000","57008","60084","8eac5420bd8636c7d41a324c77e2fe7d8042c62a","2026-09-26T17:27:07.872Z"
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/electrical/Energizer AA Batteries Pack of 30 Alkaline 1.5 V Storage Pack Durable for Household Office Toy Remote Control/02.webp","electrical","Energizer AA Batteries Pack of 30 Alkaline 1.5 V Storage Pack Durable for Household Office Toy Remote Control","energizer-aa-batteries-pack-of-30-alkaline-1-5-v-storage-pack-durable-for-household-office-toy-remote-control","02","products/electrical/energizer-aa-batteries-pack-of-30-alkaline-1-5-v-storage-pack-durable-for-household-office-toy-remote-control/energizer-aa-batteries-pack-of-30-alkaline-1-5-v-storage-pack-durable-for-household-office-toy-remote-control-02.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/electrical/energizer-aa-batteries-pack-of-30-alkaline-1-5-v-storage-pack-durable-for-household-office-toy-remote-control/energizer-aa-batteries-pack-of-30-alkaline-1-5-v-storage-pack-durable-for-household-office-toy-remote-control-02.webp","1200","1200","163758","89040","d44aa93427b8ca7541570e69067bc25054c3a26f","2026-09-26T17:27:07.169Z"
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/electrical/Energizer AA Batteries Pack of 30 Alkaline 1.5 V Storage Pack Durable for Household Office Toy Remote Control/03.webp","electrical","Energizer AA Batteries Pack of 30 Alkaline 1.5 V Storage Pack Durable for Household Office Toy Remote Control","energizer-aa-batteries-pack-of-30-alkaline-1-5-v-storage-pack-durable-for-household-office-toy-remote-control","03","products/electrical/energizer-aa-batteries-pack-of-30-alkaline-1-5-v-storage-pack-durable-for-household-office-toy-remote-control/energizer-aa-batteries-pack-of-30-alkaline-1-5-v-storage-pack-durable-for-household-office-toy-remote-control-03.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/electrical/energizer-aa-batteries-pack-of-30-alkaline-1-5-v-storage-pack-durable-for-household-office-toy-remote-control/energizer-aa-batteries-pack-of-30-alkaline-1-5-v-storage-pack-durable-for-household-office-toy-remote-control-03.webp","1200","1200","109360","83936","59b7dabb798f1f6ebe4944fd0d703e08f61933f1","2026-09-26T17:27:07.241Z"
"/Users/sherazkhalid/Documents/Apps/savzix-store/data/product images/electrical/Energizer AA Batteries Pack of 30 Alkaline 1.5 V Storage Pack Durable for Household Office Toy Remote Control/04.webp","electrical","Energizer AA Batteries Pack of 30 Alkaline 1.5 V Storage Pack Durable for Household Office Toy Remote Control","energizer-aa-batteries-pack-of-30-alkaline-1-5-v-storage-pack-durable-for-household-office-toy-remote-control","04","products/electrical/energizer-aa-batteries-pack-of-30-alkaline-1-5-v-storage-pack-durable-for-household-office-toy-remote-control/energizer-aa-batteries-pack-of-30-alkaline-1-5-v-storage-pack-durable-for-household-office-toy-remote-control-04.webp","https://vhoukfbnkgowhvxskkfi.supabase.co/storage/v1/object/public/product-images/products/electrical/energizer-aa-batteries-pack-of-30-alkaline-1-5-v-storage-pack-durable-for-household-office-toy-remote-control/energizer-aa-batteries-pack-of-30-alkaline-1-5-v-storage-pack-durable-for-household-office-toy-remote-control-04.webp","1200","1200","78326","57016","90fe3ebc46d6174983cc56c9a90f47470d60c9ea","2026-09-26T17:27:07.235Z"
